OTU	barcode01	barcode02	barcode13	barcode14	barcode25	barcode26	barcode37	barcode38	barcode49	barcode50	barcode61	barcode62	barcode73	barcode74	barcode85	barcode86	Kingdom	Phylum	Class	Order	Family	Genus	Species
FLASV100432.1374	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__MSBL9	 f__KCLunmb-38-53	 g__midas_g_90538	 s__midas_s_92061
FLASV100434.1334	0	1	0	1	2	0	0	1	1	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_1	 s__Clostridium_perfringens
FLASV100435.1464	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Monoglobales	 f__Monoglobaceae	 g__Monoglobus	 s__midas_s_8279
FLASV10044.1431	63	1	40	26	38	37	192	67	156	79	6	32	4	0	12	0	k__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__midas_f_67	 g__midas_g_363	 s__midas_s_363
FLASV100443.1374	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__midas_f_4245	 g__midas_g_84729	 s__midas_s_84729
FLASV100444.1340	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Eubacterium_coprostanoligenes_group	 g__midas_g_5859	 s__midas_s_5859
FLASV100457.1347	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	k__Bacteria	 p__Armatimonadota	 c__midas_c_216	 o__midas_o_216	 f__midas_f_216	 g__midas_g_65488	 s__midas_s_100457
FLASV10046.1353	30	98	18	47	10	55	60	56	44	115	9	65	10	5	20	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Ca_Opimibacter	 s__midas_s_17
FLASV100460.1348	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	k__Bacteria	 p__Synergistota	 c__Synergistia	 o__Synergistales	 f__Synergistaceae	 g__Acetomicrobium	 s__midas_s_671
FLASV100465.1433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Eubacterium_coprostanoligenes_group	 g__midas_g_100465	 s__midas_s_100465
FLASV10047.1359	0	1	0	2	0	1	0	7	0	3	1	2	0	2	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Zoogloea	 s__Zoogloea_ramigera
FLASV100479.1358	1	1	2	0	1	1	0	4	0	4	2	1	1	0	2	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Thauera	 s__midas_s_1356
FLASV100484.1374	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__midas_f_4245	 g__midas_g_84729	 s__midas_s_84729
FLASV100487.1371	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	k__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__midas_s_100487
FLASV100488.1367	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__Conexibacter	 s__midas_s_2583
FLASV100496.1398	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	k__Bacteria	 p__Firmicutes	 c__Desulfotomaculia	 o__Desulfotomaculales	 f__Pelotomaculaceae	 g__Cryptanaerobacter	 s__midas_s_100496
FLASV100499.1352	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__Ruminiclostridium	 s__midas_s_100499
FLASV1005.1446	13	15	5	25	2	15	6	9	2	10	2	2	1	5	2	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Bogoriellaceae	 g__midas_g_1005	 s__midas_s_1005
FLASV100501.1360	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Proteiniphilum	 s__midas_s_91594
FLASV10051.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Agitococcus_lubricus_group	 s__midas_s_3170
FLASV100515.1346	0	1	0	1	2	0	0	0	0	2	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Eubacteriales	 f__Eubacteriaceae	 g__Acetobacterium	 s__Acetobacterium_wieringae
FLASV100518.1357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Fibrobacterota	 c__Fibrobacteria	 o__Fibrobacterales	 f__BBMC-4	 g__midas_g_51647	 s__midas_s_92205
FLASV100519.1356	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_vadinHA17	 g__midas_g_326	 s__midas_s_100519
FLASV10052.1356	0	6	0	1	1	1	4	1	1	5	1	1	0	2	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Polaromonas	 s__midas_s_4525
FLASV100522.1326	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	 p__Firmicutes	 c__Limnochordia	 o__Limnochordales	 f__Limnochordaceae	 g__midas_g_92370	 s__midas_s_100522
FLASV100523.1332	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__Faecalibacterium	 s__midas_s_50946
FLASV100525.1387	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__HN-HF0106	 s__midas_s_100525
FLASV10053.1345	40	1	22	5	36	4	35	18	41	42	21	13	52	0	47	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Ca_Epiflobacter	 s__midas_s_23
FLASV100530.1379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Syntrophomonadia	 o__Syntrophomonadales	 f__Syntrophomonadaceae	 g__Syntrophomonas	 s__midas_s_86413
FLASV100531.1351	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Lachnospiraceae_AC2044_group	 s__midas_s_7813
FLASV100553.1350	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__midas_s_80102
FLASV10056.1356	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__OLB8	 s__midas_s_8982
FLASV100560.1359	31	29	37	5	31	3	9	16	4	18	5	7	23	1	13	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Sulfuritalea	 s__Sulfuritalea_hydrogenivorans
FLASV100563.1387	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Firmicutes	 c__Syntrophomonadia	 o__Syntrophomonadales	 f__Syntrophomonadaceae	 g__Syntrophomonas	 s__midas_s_3971
FLASV10057.1345	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	k__Bacteria	 p__Campylobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae	 g__Pseudarcobacter	 s__midas_s_1505
FLASV100575.1421	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	k__Bacteria	 p__Firmicutes	 c__Dethiobacteria	 o__Dethiobacterales	 f__Dethiobacteraceae	 g__midas_g_100575	 s__midas_s_100575
FLASV100578.1339	1	0	0	2	1	0	0	0	0	1	0	0	2	0	1	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Corynebacteriaceae	 g__Corynebacterium	 s__midas_s_93907
FLASV100579.1345	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Cloacibacterium	 s__midas_s_35263
FLASV10058.1282	7	13	4	17	7	6	2	1	2	5	3	2	8	0	6	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rhodobacter	 s__midas_s_430
FLASV100583.1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_vadinHA17	 g__midas_g_3337	 s__midas_s_3337
FLASV100585.1513	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Caldicoprobacterales	 f__Caldicoprobacteraceae	 g__Caldicoprobacter	 s__midas_s_100585
FLASV1006.1411	4	6	8	2	2	3	20	0	25	1	6	0	10	2	3	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__midas_g_59	 s__midas_s_520
FLASV10060.1361	0	26	0	11	0	12	1	1	2	3	2	1	4	1	9	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Terrimonas	 s__midas_s_90
FLASV10061.1346	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_3399
FLASV100612.1341	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__RBG-13-54-9	 f__midas_f_2772	 g__midas_g_2772	 s__midas_s_100612
FLASV100613.1370	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae	 g__Atopostipes	 s__Atopostipes_suicloacalis
FLASV100619.1320	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__SJA-15	 f__midas_f_8814	 g__midas_g_12435	 s__midas_s_100619
FLASV10062.1342	0	0	0	1	0	4	0	1	0	3	0	4	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_10062
FLASV100621.1326	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__Ca_Promineofilaceae	 g__Ca_Promineofilum	 s__midas_s_10815
FLASV100622.1346	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Eubacteriales	 f__Eubacteriaceae	 g__Eubacterium	 s__midas_s_3613
FLASV10063.1365	0	2	0	9	0	8	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Denitratisoma	 s__midas_s_2206
FLASV100640.1359	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Zoogloea	 s__Zoogloea_ramigera
FLASV100651.1373	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__midas_g_8498	 s__midas_s_8498
FLASV10066.1346	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	 s__midas_s_3399
FLASV100673.1364	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__midas_g_93408	 s__midas_s_93978
FLASV100676.1332	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Akkermansiaceae	 g__Akkermansia	 s__Akkermansia_muciniphila
FLASV100688.1325	5	2	4	0	1	0	2	2	0	1	2	0	8	1	4	0	k__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Caldilineales	 f__Caldilineaceae	 g__midas_g_1400	 s__midas_s_1400
FLASV100690.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Sumerlaeota	 c__Sumerlaeia	 o__Sumerlaeales	 f__Sumerlaeaceae	 g__Sumerlaea	 s__midas_s_7586
FLASV100698.1336	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	k__Bacteria	 p__Thermotogota	 c__Thermotogae	 o__Thermotogales	 f__Fervidobacteriaceae	 g__Fervidobacterium	 s__midas_s_8400
FLASV100699.1358	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Dysgonomonadaceae	 g__Petrimonas	 s__Petrimonas_sulfuriphila
FLASV100706.1350	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Hydrogenophilaceae	 g__midas_g_3907	 s__midas_s_3907
FLASV100708.1375	9	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Actinobacteriota	 c__WCHB1-81	 o__midas_o_765	 f__midas_f_765	 g__midas_g_765	 s__midas_s_4550
FLASV10071.1359	3	2	1	2	0	1	0	2	0	0	0	0	0	0	1	0	k__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	 s__Nitrospira_defluvii
FLASV100711.1324	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Terrisporobacter	 s__Terrisporobacter_mayombei
FLASV100712.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Desulfobacterota	 c__Syntrophia	 o__Syntrophales	 f__Syntrophaceae	 g__Syntrophus	 s__midas_s_100712
FLASV100715.1354	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__Ercella	 s__midas_s_13743
FLASV10072.1356	48	136	37	46	15	63	25	65	19	96	137	42	128	11	253	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__midas_s_33
FLASV100720.1350	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Limnochordia	 o__B55-F-B-G02	 f__midas_f_3498	 g__midas_g_94400	 s__midas_s_100720
FLASV100726.1347	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Armatimonadota	 c__midas_c_216	 o__midas_o_216	 f__midas_f_216	 g__midas_g_1656	 s__midas_s_100726
FLASV10073.1355	579	658	522	480	308	507	73	166	69	249	252	76	493	1	273	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Ca_Brachybacter	 s__Ca_Brachybacter_algidus
FLASV100731.1397	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__LD1-PB3	 f__midas_f_131	 g__midas_g_131	 s__midas_s_8552
FLASV100734.1356	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Williamwhitmaniaceae	 g__Blvii28_wastewater-sludge_group	 s__midas_s_92366
FLASV10074.1308	4	5	2	2	4	4	28	1	32	0	7	2	12	0	3	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__midas_g_59	 s__midas_s_353
FLASV100747.1336	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Isosphaerales	 f__Isosphaeraceae	 g__Singulisphaera	 s__midas_s_100747
FLASV100754.1367	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__WS1	 c__midas_c_796	 o__midas_o_796	 f__midas_f_2296	 g__midas_g_3409	 s__midas_s_98906
FLASV10076.1306	1	1	1	2	0	0	0	0	0	2	1	1	5	1	1	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Polymorphobacter	 s__midas_s_2734
FLASV100760.1399	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__LD1-PB3	 f__midas_f_131	 g__midas_g_131	 s__midas_s_1088
FLASV10077.1355	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__NS11-12_marine_group	 g__midas_g_10077	 s__midas_s_10077
FLASV10079.1308	4	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	 s__midas_s_10079
FLASV1008.1387	14	11	9	9	3	9	2	3	0	5	3	0	7	1	4	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Rhodobacter	 s__midas_s_430
FLASV10080.1340	91	14	72	29	27	39	12	7	7	25	10	9	55	1	22	0	k__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Tessaracoccus	 s__midas_s_1177
FLASV10082.1332	21	16	8	47	5	49	39	34	7	68	11	25	20	3	17	0	k__Bacteria	 p__Fusobacteriota	 c__Fusobacteriia	 o__Fusobacteriales	 f__Leptotrichiaceae	 g__Leptotrichia	 s__midas_s_2907
FLASV10083.1356	0	1	0	0	0	3	2	3	4	9	0	3	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__midas_s_306
FLASV10084.1357	1	0	2	0	33	0	30	0	23	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Azonexus	 s__midas_s_10084
FLASV100843.1717	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Patescibacteria	 c__midas_c_7092	 o__midas_o_97524	 f__midas_f_97524	 g__midas_g_97524	 s__midas_s_97524
FLASV10085.1377	0	2	0	1	2	1	74	42	39	75	0	2	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Lactococcus	 s__Lactococcus_chungangensis
FLASV100853.1358	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Firmicutes	 c__Dethiobacteria	 o__Dethiobacterales	 f__Dethiobacteraceae	 g__Dethiobacter	 s__midas_s_100853
FLASV100855.1359	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Paludibacteraceae	 g__midas_g_45143	 s__midas_s_82133
FLASV100856.1360	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Prevotellaceae	 g__Prevotella_9	 s__midas_s_19231
FLASV100861.1356	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__OLB8	 s__midas_s_8982
FLASV100866.1320	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	 s__midas_s_25364
FLASV100869.1335	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Ruminococcaceae	 g__midas_g_84907	 s__midas_s_100869
FLASV10087.1345	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Competibacterales	 f__Competibacteraceae	 g__Ca_Competibacter	 s__midas_s_5741
FLASV100873.1343	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__UCG-010	 g__midas_g_100873	 s__midas_s_100873
FLASV100876.1340	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k__Bacteria	 p__Bacteroidota	 c__Kapabacteria	 o__Kapabacteriales	 f__midas_f_3695	 g__midas_g_3695	 s__midas_s_3695
FLASV100877.1324	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Peptostreptococcales-Tissierellales	 f__Peptostreptococcaceae	 g__Intestinibacter	 s__Intestinibacter_bartlettii
FLASV10088.1356	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__midas_s_10088
FLASV100888.1349	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Opitutales	 f__Puniceicoccaceae	 g__Puniceicoccus	 s__midas_s_8093
FLASV10089.1337	29	29	32	29	11	12	14	5	9	11	11	3	42	42	19	0	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Turicibacter	 s__Turicibacter_sanguinis
FLASV100891.1353	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Oscillospiraceae	 g__NK4A214_group	 s__midas_s_77071
FLASV100893.1354	4	1	5	0	0	0	8	2	0	0	3	0	2	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__SC-I-84	 g__midas_g_41102	 s__midas_s_59116
FLASV100894.1362	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Hydrogenedentes	 c__Hydrogenedentia	 o__Hydrogenedentiales	 f__Hydrogenedensaceae	 g__midas_g_100894	 s__midas_s_100894
FLASV100898.1360	0	0	0	0	0	0	13	0	9	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__midas_g_17587	 s__midas_s_100898
FLASV100899.1326	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_SR1	 f__midas_f_10951	 g__midas_g_10951	 s__midas_s_14116
FLASV1009.1440	7	0	2	3	6	0	5	2	0	1	7	0	22	2	22	0	k__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Ca_Epiflobacter	 s__midas_s_37
FLASV100903.1366	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__WS1	 c__midas_c_796	 o__midas_o_796	 f__midas_f_2296	 g__midas_g_3409	 s__midas_s_100903
FLASV100904.1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__midas_g_95088	 s__midas_s_98289
FLASV100907.1305	19	37	12	1	5	3	2	14	0	29	11	7	10	4	8	0	k__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Hyphomicrobium	 s__midas_s_100907
FLASV10091.1357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Azonexus	 s__midas_s_5474
FLASV100916.1347	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Oscillospirales	 f__Hungateiclostridiaceae	 g__midas_g_100916	 s__midas_s_100916
FLASV100917.1343	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	k__Bacteria	 p__Synergistota	 c__Synergistia	 o__Synergistales	 f__Synergistaceae	 g__Syner-01	 s__midas_s_93914
FLASV10092.1354	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Methyloversatilis	 s__midas_s_10092
FLASV100925.1359	0	2	1	7	0	4	0	3	0	6	1	2	4	0	1	0	k__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae	 g__Propionivibrio	 s__midas_s_9216
FLASV100926.1338	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Bacteria	 p__Synergistota	 c__Synergistia	 o__Synergistales	 f__Synergistaceae	 g__midas_g_249	 s__midas_s_100926
FLASV100930.1361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__midas_s_100930
