#OTU ID	barcode85	barcode26	barcode73	barcode13	barcode49	barcode01	barcode86	barcode37	barcode38	barcode14	barcode02	barcode62	barcode50	barcode61	barcode25	barcode74
Zotu3861	9	0	4	36	0	25	0	0	2	0	0	1	3	6	22	1
Zotu2752	7	1	0	0	4	0	0	8	23	0	4	16	10	0	0	1
Zotu826	12	11	30	18	3	16	0	8	1	15	14	3	8	11	9	59
Zotu2197	25	7	9	1	0	2	0	0	2	7	7	4	11	7	1	1
Zotu1678	38	3	26	28	15	20	0	31	7	13	33	5	19	9	15	22
Zotu524	39	127	16	25	4	21	0	4	24	144	51	40	52	18	29	3
Zotu2737	12	2	5	4	3	3	0	1	7	2	2	2	7	1	1	3
Zotu192	407	69	383	162	22	276	0	44	34	66	21	30	43	109	164	17
Zotu916	155	63	80	114	9	99	0	12	10	50	27	14	47	64	91	17
Zotu1387	31	0	9	0	16	0	0	9	15	1	7	9	28	16	0	1
Zotu176	124	183	181	231	90	215	0	86	74	166	47	45	123	91	147	8
Zotu147	152	30	584	177	19	284	0	46	17	39	110	7	20	88	114	21
Zotu430	67	15	56	76	0	75	0	0	30	7	94	36	78	42	84	27
Zotu2326	1	3	2	3	0	4	0	0	7	1	12	7	16	2	7	0
Zotu259	224	270	157	207	3	208	0	6	54	243	180	49	109	65	224	47
Zotu20	99	959	290	223	531	255	0	1339	442	1297	18	240	713	55	143	20
Zotu4017	84	21	218	33	15	46	0	12	18	34	26	12	38	70	30	27
Zotu3823	5	20	21	6	12	8	0	26	3	12	6	0	2	5	3	18
Zotu2732	1	18	1	0	0	0	0	3	3	8	27	1	4	1	0	23
Zotu254	34	371	14	37	0	43	0	0	92	323	26	64	167	29	24	0
Zotu392	33	27	76	53	11	57	0	14	10	33	47	7	23	26	40	156
Zotu230	157	46	224	284	11	324	0	35	18	57	76	10	34	75	196	59
Zotu450	46	0	40	8	129	20	0	263	0	0	62	0	0	26	6	11
Zotu661	83	66	47	1	102	3	0	145	2	40	12	0	7	37	5	25
Zotu822	27	0	17	90	1	145	0	0	0	0	0	0	0	13	68	0
Zotu1727	25	2	59	5	9	3	0	7	1	0	9	0	0	23	3	21
Zotu538	60	30	48	73	9	136	0	18	71	39	58	57	145	27	53	77
Zotu2303	24	0	1	1	15	0	0	21	0	0	0	0	0	19	0	6
Zotu1160	40	11	7	0	72	1	0	70	2	13	63	6	11	22	0	10
Zotu364	87	43	53	16	4	26	0	13	71	60	138	84	179	30	13	38
Zotu610	27	28	34	43	3	48	0	10	4	16	31	2	12	17	17	86
Zotu1449	14	4	38	44	1	39	0	9	1	19	2	0	0	12	18	9
Zotu1130	94	6	25	0	2	1	0	2	2	3	3	2	2	37	0	9
Zotu1059	21	1	31	37	0	62	0	0	1	0	10	1	2	17	40	0
Zotu183	67	54	98	173	5	151	0	5	38	54	631	22	40	39	104	8
Zotu2232	9	14	26	15	0	20	0	6	4	9	15	4	19	17	10	10
Zotu680	31	52	76	48	80	45	0	143	2	62	11	1	2	15	22	12
Zotu804	7	33	43	61	0	68	0	0	0	23	0	0	0	7	38	0
Zotu3063	15	13	8	13	0	19	0	11	2	5	20	6	9	10	14	5
Zotu517	77	6	94	51	62	77	0	60	38	5	1	25	71	41	58	0
Zotu123	31	24	48	256	0	278	0	0	272	27	232	217	545	27	173	50
Zotu415	59	3	3	0	1	0	0	0	8	5	725	13	3	11	0	7
Zotu786	48	0	85	37	0	77	0	0	2	0	0	1	7	25	107	0
Zotu414	156	106	120	117	9	167	0	6	0	180	3	0	0	62	85	9
Zotu988	90	18	67	47	0	51	0	1	9	31	8	6	16	29	27	1
Zotu1496	30	26	13	15	4	34	0	11	8	38	59	12	37	10	10	24
Zotu214	74	86	147	104	22	111	0	32	12	56	81	21	44	50	52	288
Zotu2481	21	0	25	28	2	88	0	4	5	9	47	0	1	4	14	2
Zotu3083	2	3	8	5	2	6	0	8	4	4	2	0	3	2	9	8
Zotu309	69	130	97	62	31	61	0	52	95	144	60	32	99	43	37	24
Zotu28	48	557	17	0	5	1	0	1	939	531	1384	593	1589	14	0	398
Zotu589	47	15	60	32	4	41	0	7	8	15	91	2	14	50	25	15
Zotu1434	12	4	7	11	26	16	0	55	0	3	2	3	7	4	26	0
Zotu668	15	22	21	186	0	243	0	0	0	21	0	0	0	11	173	14
Zotu728	37	1	36	103	45	64	0	58	7	0	1	0	3	16	53	2
Zotu447	57	82	108	84	26	72	0	21	58	73	87	38	87	41	34	0
Zotu1149	26	7	48	23	1	35	0	4	6	8	18	0	11	26	31	44
Zotu159	129	285	175	94	50	121	0	68	86	346	206	33	106	56	44	88
Zotu1806	37	38	57	21	19	48	0	16	51	30	33	18	68	20	17	14
Zotu2963	17	6	16	17	9	28	0	25	20	2	6	8	37	12	9	1
Zotu805	59	19	44	23	0	49	0	2	7	33	2	10	28	21	29	1
Zotu3949	4	2	1	7	0	11	0	1	1	0	3	1	3	0	3	2
Zotu2388	8	2	6	9	1	22	0	6	3	2	0	2	6	5	14	14
Zotu788	27	30	27	23	18	35	0	28	11	17	19	5	29	15	33	13
Zotu1724	23	23	15	15	2	21	0	1	1	47	23	3	10	16	14	23
Zotu1187	31	0	99	10	1	22	0	7	0	0	2	0	0	13	4	0
Zotu1025	15	8	32	29	11	26	0	18	3	24	45	1	2	11	20	20
Zotu464	5	0	8	19	1	21	0	1	0	0	0	0	0	6	4	575
Zotu2162	14	2	4	3	11	4	0	11	0	1	4	1	2	13	0	0
Zotu3633	11	3	7	5	0	8	0	3	2	21	5	0	1	2	9	10
Zotu368	92	17	359	120	1	199	0	5	0	35	1	1	0	35	62	1
Zotu1128	12	11	2	29	5	11	0	4	17	8	5	12	47	2	17	1
Zotu273	114	114	92	70	15	96	0	20	53	142	166	44	135	53	80	14
Zotu100	145	58	483	574	0	763	0	0	3	60	25	0	2	33	304	48
Zotu904	12	34	18	14	13	31	0	41	2	39	15	2	14	11	12	27
Zotu1267	11	0	17	5	40	3	0	101	0	1	7	0	0	1	0	1
Zotu2878	1	9	4	4	0	0	0	2	1	3	3	1	7	1	0	2
Zotu2548	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	49
Zotu1506	13	11	28	17	2	22	0	8	4	22	39	5	19	3	15	3
Zotu132	205	12	769	153	152	202	0	163	170	19	1	115	287	69	190	13
Zotu2538	13	1	22	23	0	15	0	0	1	5	6	0	0	4	13	0
Zotu1390	21	5	21	40	0	36	0	2	9	6	18	7	21	10	32	0
Zotu3975	5	2	2	1	3	2	0	0	1	1	1	1	1	3	2	0
Zotu2300	15	15	23	2	0	2	0	0	0	17	5	2	4	4	1	2
Zotu1159	31	16	21	30	7	32	0	19	21	11	63	9	36	38	22	26
Zotu373	28	117	22	53	36	48	0	27	38	76	236	58	21	14	48	4
Zotu65	155	198	291	418	87	558	0	189	57	137	376	39	135	88	239	157
Zotu1063	16	13	43	26	34	21	0	50	1	14	18	7	12	23	16	6
Zotu1273	16	14	0	0	0	1	0	0	44	30	0	6	33	5	1	0
Zotu198	117	115	194	133	29	174	0	85	19	174	321	8	22	81	92	111
Zotu621	121	1	9	0	1	0	0	1	2	1	194	4	9	72	3	274
Zotu238	106	133	98	268	0	279	0	0	1	147	2	1	3	30	282	0
Zotu1489	3	8	3	0	1	1	0	2	25	5	32	33	0	0	6	0
Zotu1312	12	13	49	11	0	7	0	0	2	8	30	0	3	17	0	4
Zotu344	35	82	57	41	21	29	0	22	170	108	211	65	204	31	31	229
Zotu1099	20	11	44	19	5	46	0	10	14	11	17	5	23	22	23	21
Zotu966	38	0	33	5	6	5	0	15	30	0	4	17	50	14	5	22
Zotu223	57	484	75	42	4	43	0	5	70	411	253	82	15	16	81	8
Zotu2133	25	2	3	10	0	11	0	1	8	1	0	4	9	3	15	4
Zotu64	123	129	211	227	2	218	0	4	72	144	1302	53	142	101	155	318
Zotu490	23	4	67	174	35	215	0	83	22	3	1	12	36	16	156	1
Zotu2679	2	3	0	3	4	6	0	13	3	5	11	5	0	0	3	0
Zotu2379	8	0	1	3	14	3	0	33	3	0	5	12	14	2	3	1
Zotu1403	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	186
Zotu86	57	173	214	121	12	149	0	89	82	184	1333	38	95	196	44	45
Zotu853	96	62	54	54	22	38	0	26	0	58	45	0	1	39	26	34
Zotu1126	29	4	66	30	0	19	0	0	20	4	1	9	40	16	31	0
Zotu1183	14	25	4	2	7	9	0	12	15	25	12	21	47	10	7	2
Zotu1137	1	4	0	2	52	3	0	99	1	5	35	0	1	0	1	0
Zotu1012	39	22	48	45	10	78	0	14	35	31	40	8	60	27	38	9
Zotu937	41	4	87	32	12	28	0	32	0	7	2	0	0	31	17	3
Zotu185	188	53	304	142	7	239	0	18	28	55	16	15	51	107	73	58
Zotu4190	4	15	4	10	3	7	0	2	3	19	7	4	5	3	3	0
Zotu599	72	1	69	66	22	51	0	30	13	1	0	16	28	45	49	1
Zotu698	75	26	36	25	36	14	0	40	6	18	21	24	3	36	12	0
Zotu167	147	160	403	304	77	364	0	191	5	219	0	2	8	76	169	66
Zotu3400	23	17	37	25	7	43	0	16	24	10	19	7	27	14	14	2
Zotu157	79	117	114	8	246	7	0	368	45	75	268	35	93	59	5	19
Zotu2973	9	0	1	2	1	3	0	2	18	1	0	14	43	4	3	0
Zotu3082	13	5	21	27	0	28	0	1	0	6	7	0	2	16	21	2
Zotu1865	11	5	9	16	0	27	0	2	1	8	10	2	0	10	9	11
Zotu277	128	50	287	203	42	237	0	77	11	52	24	6	34	72	141	0
Zotu453	33	4	36	87	3	118	0	7	97	1	3	69	164	24	60	72
Zotu1000	5	8	21	15	0	20	0	3	2	11	12	4	10	4	9	30
Zotu1325	12	33	31	15	4	18	0	1	9	21	11	1	19	21	7	15
Zotu2624	17	0	12	0	0	0	0	0	1	0	1	1	5	9	0	1
Zotu341	154	5	242	88	0	108	0	1	5	8	96	6	12	69	42	28
Zotu116	54	83	31	128	505	124	0	507	44	76	71	54	98	22	125	33
Zotu440	21	73	42	39	15	63	0	27	54	47	75	21	84	26	18	89
Zotu1831	21	0	10	22	7	10	0	1	0	0	0	1	0	7	21	1
Zotu2513	28	2	12	7	0	5	0	0	0	0	0	0	2	3	16	0
Zotu75	225	319	176	129	83	395	0	151	518	383	273	215	815	111	85	428
Zotu472	67	44	112	45	3	32	0	1	17	68	24	9	39	40	19	7
Zotu170	118	40	169	164	27	222	0	63	127	48	401	112	215	51	85	130
Zotu2991	30	16	17	0	0	0	0	0	6	17	9	0	6	15	0	5
Zotu247	233	3	32	1	1	1	0	0	0	1	1271	1	5	188	0	22
Zotu237	123	100	71	125	59	199	0	50	49	67	102	42	124	40	129	44
Zotu1883	6	14	17	4	1	10	0	2	8	24	21	5	28	3	2	9
Zotu248	138	33	110	235	25	280	0	49	47	38	87	32	86	86	206	17
Zotu708	49	1	182	76	0	69	0	0	6	0	18	1	1	17	34	6
Zotu1008	23	1	51	12	15	30	0	40	0	4	0	0	1	9	12	2
Zotu347	45	37	33	66	28	87	0	46	5	26	215	6	14	23	45	3
Zotu27	223	216	459	537	11	708	0	24	466	270	852	218	822	167	345	199
Zotu253	145	143	229	230	168	269	0	262	33	117	111	30	83	89	192	20
Zotu2116	22	8	21	7	5	10	0	1	6	17	37	7	12	9	6	0
Zotu471	28	0	10	26	0	49	0	0	0	0	8	0	1	12	21	416
Zotu475	155	16	350	16	3	30	0	2	0	11	0	0	0	61	16	1
Zotu663	5	22	11	57	28	56	0	19	47	17	48	34	110	5	31	25
Zotu1278	33	0	81	49	1	65	0	0	26	5	35	18	35	15	38	56
Zotu1437	17	0	78	28	0	39	0	0	1	0	0	1	3	14	20	7
Zotu2520	3	16	3	2	37	2	0	44	10	9	0	6	17	5	6	0
Zotu1861	1	11	0	1	0	0	0	0	9	14	22	5	15	0	0	7
Zotu2730	9	0	24	7	0	15	0	1	1	2	3	0	5	3	5	4
Zotu448	73	17	120	35	25	51	0	25	22	17	13	10	41	28	21	5
Zotu1886	14	0	5	0	0	0	0	0	16	0	40	7	23	3	0	1
Zotu284	110	75	64	82	3	28	0	2	142	56	1	51	258	26	6	2
Zotu1704	20	13	24	12	3	30	0	8	17	17	21	2	23	12	19	9
Zotu1133	18	20	38	31	1	33	0	9	9	16	22	5	18	31	19	7
Zotu3214	7	2	9	6	1	10	0	1	1	0	7	0	4	1	0	1
Zotu3421	11	2	16	19	0	22	0	0	0	1	0	2	5	8	18	0
Zotu1652	21	12	42	33	8	47	0	8	17	9	31	3	16	23	18	7
Zotu1410	6	11	7	10	2	4	0	5	3	20	49	3	12	8	0	10
Zotu798	29	31	24	47	40	60	0	36	2	36	27	0	7	13	38	14
Zotu305	61	40	74	48	100	50	0	172	63	72	119	44	87	24	47	43
Zotu3030	16	1	9	4	3	3	0	1	1	2	1	3	1	2	7	0
Zotu22	285	257	711	603	27	651	0	43	1147	218	1834	736	2332	220	372	275
Zotu162	56	75	80	197	169	214	0	289	42	63	87	32	70	45	140	3
Zotu1176	55	18	63	29	0	40	0	0	7	54	5	7	24	31	24	3
Zotu232	136	23	265	133	7	142	0	12	58	21	79	37	103	116	74	23
Zotu723	66	0	6	0	0	0	0	0	0	0	169	0	0	45	0	21
Zotu756	91	191	12	0	1	0	0	0	0	164	0	0	1	31	0	26
Zotu4300	15	3	7	2	1	4	0	1	2	1	4	2	0	2	2	1
Zotu1640	17	14	37	17	2	23	0	2	1	21	1	0	0	4	19	20
Zotu1519	13	0	14	54	0	58	0	0	0	0	0	0	0	3	29	0
Zotu1851	4	1	14	10	12	17	0	15	3	2	11	6	13	4	6	3
Zotu1021	53	5	44	78	22	46	0	24	4	5	15	4	3	35	53	5
Zotu1314	38	0	3	13	6	12	0	9	7	0	39	7	5	14	11	0
Zotu142	95	138	229	147	36	177	0	51	34	71	115	17	81	83	117	401
Zotu874	9	5	9	21	1	27	0	0	32	5	19	21	68	8	14	1
Zotu830	28	61	81	19	38	20	0	66	13	58	11	10	22	8	8	30
Zotu573	21	1	37	72	0	151	0	1	1	0	125	0	0	17	128	2
Zotu1023	34	41	18	11	7	12	0	12	39	36	61	15	46	8	1	10
Zotu1178	22	10	39	15	5	23	0	17	42	15	3	19	77	15	18	8
Zotu469	87	12	60	145	32	164	0	36	0	12	1	0	0	43	100	4
Zotu1951	6	0	1	37	1	50	0	0	0	0	0	0	0	2	27	0
Zotu1609	17	3	29	29	11	31	0	19	6	11	6	2	11	9	26	0
Zotu216	47	75	116	107	16	115	0	33	16	66	91	11	41	66	58	287
Zotu1427	38	22	22	23	18	19	0	32	17	20	41	5	19	15	14	1
Zotu455	50	125	33	24	23	52	0	77	86	124	41	29	229	28	18	24
Zotu3617	2	15	9	1	0	3	0	7	2	15	8	4	3	2	0	17
Zotu1591	5	19	22	5	4	19	0	8	7	28	21	7	27	7	1	3
Zotu2615	40	1	45	1	0	2	0	0	2	1	1	1	3	12	4	4
Zotu549	19	89	19	11	9	15	0	12	76	61	28	20	120	11	1	83
Zotu502	20	38	44	16	11	28	0	27	166	24	37	64	194	11	11	9
Zotu1677	15	5	33	13	2	25	0	3	1	5	10	1	5	8	10	5
Zotu1441	3	13	2	10	19	8	0	12	3	16	7	1	3	0	5	0
Zotu2063	4	0	2	14	0	11	0	0	0	0	1	0	0	3	3	95
Zotu2556	3	6	10	0	1	1	0	2	0	3	23	0	2	2	0	1
Zotu1538	15	10	26	19	7	22	0	3	9	9	17	6	24	19	12	0
Zotu1668	30	3	57	2	12	0	0	13	1	0	20	0	2	19	1	0
Zotu1679	16	27	41	2	0	3	0	0	4	13	9	0	1	11	1	0
Zotu1795	12	3	5	34	0	27	0	1	1	5	23	1	3	6	15	1
Zotu1148	20	7	54	0	0	0	0	0	13	6	89	9	31	10	0	0
Zotu533	44	53	52	56	9	71	0	6	46	71	190	27	61	24	71	60
Zotu405	54	16	83	135	24	134	0	46	44	18	110	53	72	16	141	19
Zotu2510	14	0	11	5	5	10	0	14	2	0	0	5	2	4	8	2
Zotu962	56	11	44	40	34	55	0	54	12	26	22	7	6	12	45	19
Zotu837	34	27	59	36	11	56	0	14	33	18	35	11	61	47	34	4
Zotu1276	13	3	27	37	9	51	0	17	9	9	9	2	8	13	23	9
Zotu1102	50	10	29	49	19	44	0	13	13	14	14	11	51	9	80	18
Zotu1318	17	0	28	2	76	1	0	104	0	1	25	2	4	6	0	3
Zotu511	27	3	30	147	1	142	0	2	0	1	0	0	0	12	139	0
Zotu2052	15	6	19	14	0	22	0	4	1	10	4	1	3	5	6	1
Zotu394	78	11	120	169	10	194	0	13	10	9	5	3	14	40	105	23
Zotu782	10	10	23	1	0	3	0	0	19	5	57	44	95	15	5	164
Zotu1075	24	18	60	8	4	15	0	5	25	16	0	19	31	8	9	0
Zotu4138	1	10	2	2	0	4	0	1	0	6	5	5	18	0	10	0
Zotu783	68	10	52	9	0	9	0	0	27	9	125	33	75	26	28	0
Zotu260	129	92	190	98	88	158	0	138	94	71	184	56	171	77	126	85
Zotu130	116	76	224	297	16	289	0	54	72	46	262	89	201	83	175	171
Zotu435	29	30	69	46	9	77	0	23	34	60	17	11	49	30	24	95
Zotu3013	13	0	13	6	0	10	0	0	0	0	0	0	0	4	4	0
Zotu1144	15	1	111	28	5	47	0	6	0	6	0	0	0	6	17	0
Zotu999	18	1	20	6	13	4	0	16	18	0	18	12	32	20	3	6
Zotu1614	16	0	6	55	0	48	0	2	0	0	4	1	0	8	51	0
Zotu422	129	74	51	74	2	37	0	2	56	37	0	25	109	36	23	2
Zotu617	32	52	16	7	15	22	0	36	57	39	15	32	97	9	4	29
Zotu1057	32	0	39	16	28	18	0	65	0	0	3	0	0	18	7	0
Zotu2391	2	44	1	0	0	2	0	3	2	30	51	2	4	3	0	8
Zotu1048	15	15	40	3	8	2	0	24	39	6	85	39	11	3	11	9
Zotu676	35	78	29	24	10	20	0	12	23	87	39	22	41	20	12	36
Zotu2825	5	2	5	5	2	5	0	5	4	1	10	0	9	5	5	27
Zotu3395	21	0	37	2	0	1	0	0	0	0	0	0	0	3	2	0
Zotu2490	6	11	5	0	0	3	0	0	20	7	0	14	28	1	0	0
Zotu2579	6	8	13	4	1	9	0	3	4	11	12	0	4	2	3	16
Zotu3357	14	9	3	4	0	4	0	2	5	8	5	2	14	12	4	13
Zotu4356	4	0	1	0	1	0	0	3	0	3	1	3	7	1	3	5
Zotu1091	12	8	4	15	25	20	0	32	2	8	0	0	3	8	13	0
Zotu1941	5	0	16	39	0	31	0	0	14	1	7	11	27	6	20	0
Zotu168	109	243	106	162	10	142	0	23	194	204	303	165	298	46	117	10
Zotu1703	22	11	18	13	63	15	0	72	18	17	61	12	1	14	17	3
Zotu2088	12	0	32	14	0	13	0	0	7	0	1	3	18	10	17	0
Zotu1216	12	2	21	4	5	4	0	4	12	0	17	10	64	9	9	5
Zotu320	34	29	83	61	16	56	0	28	9	47	52	8	22	27	37	249
Zotu604	45	43	70	39	15	57	0	32	51	35	43	24	89	30	23	13
Zotu118	81	185	238	216	42	271	0	94	134	255	129	41	166	66	107	143
Zotu2789	19	3	17	9	4	14	0	4	3	1	6	4	11	5	9	0
Zotu2078	21	8	20	6	0	12	0	0	1	8	0	1	2	7	10	0
Zotu3193	14	7	13	7	0	17	0	0	2	8	0	2	2	3	8	0
Zotu311	47	29	25	115	56	216	0	130	18	26	26	21	47	19	115	1
Zotu1071	4	64	0	3	0	0	0	0	0	72	93	1	1	0	1	1
Zotu879	11	2	26	53	0	78	0	0	7	2	20	1	7	7	50	21
Zotu4398	8	6	4	8	0	1	0	0	0	5	0	0	1	4	4	1
Zotu280	311	2	349	62	1	63	0	7	9	4	6	3	3	240	52	47
Zotu760	33	9	40	59	27	49	0	51	28	16	15	19	42	15	25	1
Zotu286	121	136	125	50	31	75	0	51	55	152	84	35	90	68	46	0
Zotu184	76	71	285	268	87	309	0	135	38	41	153	24	63	53	167	59
Zotu3638	7	8	3	3	1	4	0	4	4	5	10	3	4	0	3	2
Zotu1064	13	7	21	23	6	31	0	7	18	9	24	2	22	9	15	8
Zotu458	6	15	8	13	5	14	0	7	61	4	127	48	152	6	10	98
Zotu733	67	0	30	24	45	27	0	63	4	3	1	0	14	7	35	20
Zotu1119	25	13	13	15	8	11	0	13	19	10	46	13	34	2	14	3
Zotu2719	1	0	2	6	4	3	0	5	4	1	1	3	14	1	6	0
Zotu270	47	25	149	226	40	216	0	52	26	35	116	11	44	36	149	7
Zotu637	18	48	46	40	13	30	0	22	21	56	10	9	45	14	21	6
Zotu444	50	37	72	57	22	84	0	32	50	29	82	22	74	38	44	11
Zotu4074	3	1	7	10	4	12	0	11	3	1	0	7	8	0	4	2
Zotu276	62	177	36	105	369	85	0	414	85	156	1	29	96	24	74	11
Zotu1165	21	2	27	62	6	62	0	3	0	0	13	0	0	10	46	2
Zotu127	57	285	32	0	1	0	0	0	234	237	344	154	371	24	1	10
Zotu131	35	10	62	652	7	819	0	20	3	9	46	2	2	16	481	14
Zotu2112	20	1	11	1	6	7	0	5	12	2	7	2	11	4	0	1
Zotu429	36	49	80	63	43	54	0	49	44	63	69	13	75	18	26	66
Zotu780	150	28	60	0	3	0	0	3	3	31	5	1	1	51	0	3
Zotu3053	4	3	15	3	0	5	0	0	4	3	2	4	10	6	1	10
Zotu152	72	241	43	351	54	307	0	109	5	178	319	20	17	24	365	32
Zotu764	48	19	25	47	14	37	0	6	29	15	2	19	55	29	38	0
Zotu236	76	33	92	115	110	192	0	217	48	52	117	23	99	35	90	15
Zotu513	85	36	121	59	16	39	0	18	49	56	55	34	119	57	75	19
Zotu398	66	28	88	91	117	143	0	221	8	14	14	17	4	14	94	0
Zotu354	39	45	82	44	16	40	0	23	8	32	47	8	25	17	31	446
Zotu3259	3	1	4	0	2	6	0	2	7	6	3	1	13	1	1	1
Zotu721	86	2	32	36	0	21	0	0	56	7	21	47	57	22	51	15
Zotu1996	10	1	29	13	0	14	0	0	5	3	15	1	9	3	7	18
Zotu1284	25	11	46	32	0	43	0	0	1	10	7	1	1	25	20	1
Zotu487	42	42	19	207	9	276	0	10	26	86	74	23	59	16	143	9
Zotu297	29	22	126	82	236	84	0	422	62	15	1	58	120	19	71	4
Zotu3912	5	6	4	9	2	13	0	4	5	5	10	7	13	6	10	3
Zotu290	62	71	137	109	21	143	0	22	15	68	62	10	36	52	63	291
Zotu1134	9	1	14	15	4	18	0	2	14	0	14	8	39	2	20	47
Zotu1440	15	25	14	10	11	10	0	8	24	28	19	14	43	9	7	8
Zotu2850	4	9	5	5	3	4	0	8	11	5	3	5	10	4	1	22
Zotu735	68	18	70	15	19	9	0	39	12	43	38	11	35	23	8	144
Zotu1632	5	0	7	0	64	0	0	131	0	0	0	0	0	4	1	6
Zotu2242	4	4	18	2	1	4	0	1	15	5	3	8	39	9	4	8
Zotu749	48	9	103	56	112	57	0	160	7	8	1	4	9	24	43	4
Zotu432	29	31	41	26	27	36	0	40	66	35	49	38	88	17	17	10
Zotu667	5	1	16	178	9	191	0	13	1	1	0	3	0	1	164	1
Zotu909	15	29	33	7	4	16	0	14	14	17	144	2	10	15	2	4
Zotu738	26	50	17	27	0	32	0	4	21	38	39	12	30	16	23	92
Zotu87	164	225	246	186	84	274	0	159	394	212	213	139	612	128	96	96
Zotu4294	7	6	11	6	4	22	0	15	8	6	6	7	17	8	8	2
Zotu2353	13	2	12	2	9	8	0	14	0	3	0	0	0	2	6	0
Zotu1834	10	3	14	13	2	7	0	2	1	5	19	0	0	11	4	2
Zotu1365	25	5	28	26	8	46	0	11	19	11	22	9	22	24	22	9
Zotu2604	11	1	17	8	0	9	0	1	0	0	1	0	0	8	5	0
Zotu620	39	28	51	26	0	41	0	2	63	35	117	45	95	18	21	1
Zotu4020	11	4	1	4	6	2	0	3	0	1	8	0	2	0	0	2
Zotu685	32	25	13	28	8	20	0	17	66	10	28	71	160	12	38	8
Zotu536	1	10	1	0	117	0	0	133	23	15	105	16	56	1	0	36
Zotu426	23	101	42	28	69	50	0	138	52	105	32	24	96	13	26	202
Zotu1223	16	8	25	7	0	2	0	0	64	1	20	6	53	13	3	1
Zotu402	71	33	37	106	38	130	0	41	27	47	141	26	17	23	129	1
Zotu515	74	7	115	90	48	134	0	67	8	10	5	3	5	36	89	21
Zotu1786	15	8	4	5	0	27	0	4	8	6	14	1	16	2	2	3
Zotu3127	9	6	4	6	2	11	0	4	2	2	11	4	11	6	2	2
Zotu913	67	64	29	3	35	4	0	30	3	83	16	1	0	17	4	0
Zotu3618	8	4	5	4	1	5	0	2	2	2	4	0	4	3	2	1
Zotu619	70	0	37	81	0	79	0	0	25	1	1	17	48	40	118	1
Zotu600	57	9	97	155	16	179	0	53	23	13	35	16	44	31	90	22
Zotu456	57	54	74	13	10	14	0	16	25	35	96	31	49	34	11	85
Zotu1584	10	0	30	37	0	56	0	0	0	0	0	0	0	6	22	0
Zotu1248	9	2	20	17	0	26	0	0	1	2	13	2	9	8	9	11
Zotu2056	7	14	10	16	0	24	0	0	9	14	12	6	21	2	24	20
Zotu4395	10	0	26	7	0	12	0	0	0	1	5	0	0	5	4	0
Zotu1341	12	8	6	14	1	18	0	0	0	15	13	1	0	3	17	0
Zotu1340	22	9	27	10	7	31	0	5	14	8	18	5	21	9	12	2
Zotu209	90	132	124	98	60	137	0	71	212	94	109	108	325	65	53	44
Zotu1634	7	2	0	21	20	24	0	23	13	8	1	9	36	0	22	0
Zotu2266	8	7	9	37	0	14	0	1	2	2	3	1	2	1	3	4
Zotu1658	8	4	15	10	7	18	0	22	1	2	4	3	7	9	9	0
Zotu255	115	297	198	2	1	0	0	1	21	353	132	14	33	59	1	104
Zotu2881	5	1	10	14	15	12	0	6	2	0	0	0	7	6	8	10
Zotu720	49	8	32	5	0	6	0	1	46	2	10	48	154	17	6	22
Zotu1293	34	29	18	9	6	41	0	11	26	33	59	10	26	4	6	7
Zotu933	15	11	28	34	51	31	0	72	7	11	13	13	11	17	60	2
Zotu204	85	48	206	204	1	225	0	2	102	44	40	69	217	58	155	87
Zotu1451	4	26	9	2	0	0	0	3	14	12	26	12	47	7	1	7
Zotu683	24	19	70	77	0	81	0	0	5	11	1	2	7	14	61	1
Zotu1211	7	0	19	88	0	109	0	0	0	0	0	0	0	4	80	0
Zotu595	29	9	50	33	15	31	0	14	41	16	93	25	97	23	18	20
Zotu554	20	8	187	38	8	44	0	25	1	1	11	0	3	7	20	14
Zotu1764	22	2	2	3	54	6	0	76	1	2	1	0	1	3	9	0
Zotu1701	36	3	84	18	14	14	0	26	5	3	7	5	2	15	7	0
Zotu1561	68	1	29	0	14	1	0	3	3	0	4	3	0	21	0	1
Zotu3366	5	6	4	0	0	12	0	2	1	3	0	0	2	1	6	0
Zotu910	19	31	37	50	7	54	0	10	1	27	13	1	3	9	62	9
Zotu4248	4	2	10	4	16	7	0	27	1	2	2	5	8	3	5	2
Zotu715	48	41	30	10	36	16	0	50	24	40	41	28	72	19	5	22
Zotu1369	12	25	3	0	2	0	0	3	11	38	122	9	29	2	2	2
Zotu2139	21	1	38	14	0	17	0	0	0	0	0	0	0	8	9	0
Zotu221	58	110	86	17	91	17	0	74	76	104	96	87	136	24	15	51
Zotu3383	11	0	3	9	0	5	0	2	0	0	0	0	0	2	3	7
Zotu507	5	2	6	0	8	0	0	17	145	8	50	92	233	3	1	12
Zotu1086	25	16	4	9	3	8	0	8	14	12	49	15	24	10	7	0
Zotu1909	25	6	12	17	13	10	0	12	4	10	6	2	1	6	14	0
Zotu412	143	60	159	25	0	31	0	0	12	59	28	6	23	100	27	85
Zotu1321	62	1	47	6	64	4	0	53	2	1	3	2	2	35	4	2
Zotu927	5	11	10	8	21	14	0	39	5	5	12	8	17	4	7	79
Zotu3410	1	2	2	3	0	8	0	0	0	1	1	0	0	0	2	0
